input,output,se_order
"hotelnya dekat dengat sanur dan lapangan renon !| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"good service .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> service <extra_id_1> good <extra_id_2> positive,aos
"kamarnya bersih nyaman , lokasinya susah dicari karena plangnya tulisan the kayakini jadi tidak tahu kalau .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> nyaman ; <extra_id_2> susah dicari,o
"sangat rapi kamar terlalu kecil dengan perbandingan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> sangat rapi <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> terlalu kecil <extra_id_5> negative,aos
lokasi terjangkau dengan stasiun . pertahankan .| opini : <extra_id_0>,<extra_id_0> terjangkau,o
"pintu gerbang di lock hanya penghuni bulanan yang dapat kunci . jadi kalau pulang malam , agak kesusahan , harus bangunin orangorang . tetapi suasananya sepi .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> suasananya <extra_id_1> sepi,ao
"oke . stasion tugu dekat . malioboro . didepan mata , .| aspek : <extra_id_0>",<extra_id_0> stasion tugu ; <extra_id_1> malioboro,a
good . ada snack di setiap kamar . cuma sayang ketika dapat kamar 305 ac nya tidak dingin sama sekali . selebihnya keren . langganan disini .| opini : <extra_id_0>,<extra_id_0> ada ; <extra_id_1> tidak dingin ; <extra_id_2> keren ; <extra_id_3> good,o
"puas banget . bersih nyamaan muraah . saran , kalau bisa diperbanyak kamar yang disewakan untuk airy rooms , sering kehabisan pesan kamar di sini karena kamar lainnya dipakai kos hiks : ( .| aspek : <extra_id_0>",<extra_id_0> NULL,a
"recomended , pelayanan memuaskan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
"nyaman , bersih , pelayanan terbaik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> terbaik <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> nyaman <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> bersih <extra_id_8> positive,aos
"kamar luas , tempat strategis .| opini : <extra_id_0>",<extra_id_0> luas ; <extra_id_1> strategis,o
"Fasilitas sangat minim .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> Fasilitas <extra_id_1> sangat minim,ao
"hotel yang bagus dengan lokasi yang bagus .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> hotel <extra_id_1> bagus <extra_id_2> positive ; <extra_id_3> lokasi <extra_id_4> bagus <extra_id_5> positive,aos
"kamar bersih , fasilitas sesuai deskripsi .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bersih ; <extra_id_2> fasilitas <extra_id_3> sesuai,ao
"kamar nyaman , staf ramah . cuma wifi error melulu , pesan with breakfast sampai jam 10 pagi belum diantar , masa harus diingatkan dulu . lampu kamar agak remangremang .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> nyaman <extra_id_2> positive ; <extra_id_3> staf <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> wifi <extra_id_7> error <extra_id_8> negative ; <extra_id_9> lampu kamar <extra_id_10> agak remangremang <extra_id_11> negative,aos
"tempatnya sangat nyaman , enak kalau buat nyatai .| opini : <extra_id_0>",<extra_id_0> sangat nyaman ; <extra_id_1> enak,o
"bagus pelayanan nya ramah , beraih juga , .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan nya <extra_id_1> ramah ; <extra_id_2> NULL <extra_id_3> bagus,ao
"Second nights , the technician change to a room at levell 11 which is very compatible and convenient to me .| aspek : <extra_id_0>",<extra_id_0> room,a
"kamar masih ada bau debu . kamar mandi showernya tersumbat , tidak ada air panas juga .| opini : <extra_id_0>",<extra_id_0> ada bau debu ; <extra_id_1> tersumbat ; <extra_id_2> tidak ada,o
"kamarnya bersih dan sangat enak untuk dilihat , lokasi strategis , ada free snacks juga , saran : selimutnya sedikit dibesarinn .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> positive ; <extra_id_2> lokasi <extra_id_3> positive ; <extra_id_4> free snacks <extra_id_5> positive ; <extra_id_6> selimutnya <extra_id_7> negative,as
"pelayanan mas nya sangat baik , membantu , ramah dan komunikatif , kamar sangat bersih , kamar mandi sangat baik . cuma air panasnya tidak bisa lama .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan mas nya <extra_id_1> positive ; <extra_id_2> kamar <extra_id_3> positive ; <extra_id_4> kamar mandi <extra_id_5> positive ; <extra_id_6> air panasnya <extra_id_7> negative,as
"hot shower tidak ada , kamarnya kotor dan bau amis .| opini : <extra_id_0>",<extra_id_0> tidak ada ; <extra_id_1> kotor ; <extra_id_2> bau amis,o
"kecil tetapi nyaman . pelayanan cukup oke .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> cukup oke ; <extra_id_2> NULL <extra_id_3> kecil ; <extra_id_4> NULL <extra_id_5> nyaman,ao
"baik , ramah , bersih .| aspek : <extra_id_0>",<extra_id_0> NULL,a
"Kurang memungkinkan untuk shalat dikamar Reguler (ada arah kiblat , namun space untuk shalat kurang memadai) .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> space untuk shalat <extra_id_1> kurang memadai),ao
"air wastafel kecil sekali . deposit nya besar banget . harga kamar sama deposit gedean deposit . untuk pelayanan ramah . terimakasih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> air wastafel <extra_id_1> negative ; <extra_id_2> deposit nya <extra_id_3> negative ; <extra_id_4> pelayanan <extra_id_5> positive,as
kamar mandi jorok banget .| opini : <extra_id_0>,<extra_id_0> jorok banget,o
"pas dengan harga yang sangat terjangkau , tempat strategis , pelayan pada ramah . cuma sayang kolam renangnya lagi rusak . hu .| aspek : <extra_id_0>",<extra_id_0> harga ; <extra_id_1> tempat ; <extra_id_2> pelayan ; <extra_id_3> kolam renangnya,a
"disini tempatnya sangat strategis sangat dekat dengan kampus universitas mulawarman samarinda kalimantan timur , tahu ajakan kalau ada kampus berarti dekat dengan surga kulinernya mahasiswa harga makanan murah akses ke segala penjuru mudah mau shopping juga dekat dengan mall .| opini : <extra_id_0>",<extra_id_0> sangat strategis,o
"kamar bersih , tetapi menu sarapannya kurang .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> menu sarapannya,a
"kemarin pagi pagi airnya kotor , tidak bisa mandi , padahal mau ada acara . katanya ada perbaikan . mungkin masukan perbaikannya dilakukan saat orang tidak butuh air , terimakasih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> airnya <extra_id_1> negative,as
"lokasinya di dalam kota dekat mau kemana mana , tempatnya bersih dan tenang , hijau banyak tanaman , seperti rumah .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> tenang,o
"kamarnya bersih , rapi , alat mandi lengkap , dan disediakan makanan ringan di dalam kamar . sarapan roti dan minuman seduh sendiri . sangat direkomendasi buat yang budget minimal . terimakasih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> kamarnya <extra_id_4> rapi <extra_id_5> positive ; <extra_id_6> alat mandi <extra_id_7> lengkap <extra_id_8> positive ; <extra_id_9> makanan ringan <extra_id_10> disediakan <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> sangat direkomendasi <extra_id_14> positive,aos
"kamar luas , saya menginap 3 malam setiap hari diberi toiletries , snack dan air mineral .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> luas <extra_id_2> positive ; <extra_id_3> toiletries <extra_id_4> diberi <extra_id_5> positive ; <extra_id_6> snack <extra_id_7> diberi <extra_id_8> positive ; <extra_id_9> air mineral <extra_id_10> diberi <extra_id_11> positive,aos
"sangat baik , pelayanan ramah .| opini : <extra_id_0>",<extra_id_0> ramah ; <extra_id_1> sangat baik,o
"lumayan bagus , hanya air showernya awal panas lamalama dingin .| aspek : <extra_id_0>",<extra_id_0> air showernya ; <extra_id_1> NULL,a
"temapatnya oke .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> temapatnya <extra_id_1> positive,as
"seperti biasa , kamar airy selalu nyaman . hanya wifi di hotelnya agak bermasalah . waktu menginap wifi di lantai 3 tidak bisa sama sekali . tetapi pelayanan baik .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar airy <extra_id_1> positive ; <extra_id_2> wifi <extra_id_3> negative ; <extra_id_4> wifi <extra_id_5> negative ; <extra_id_6> pelayanan <extra_id_7> positive,as
Tempat yg pas untuk staycation libur sekolah .| aspek : <extra_id_0>,<extra_id_0> Tempat staycation,a
"lokasi di perumahan dan pojok sekali , tetapi daerah itu cukup oke untuk yang mau ke jalan namanama gunung di malang karena dekat .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"mankjubkan penginapannya sangat nyaman dan tenang . namun saya ingin lebih terang lampu dan sejuk udara lorong kamar .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> penginapannya <extra_id_1> sangat nyaman <extra_id_2> positive ; <extra_id_3> penginapannya <extra_id_4> tenang <extra_id_5> positive,aos
"tempat nyaman untuk beristirahat , namun perlengkapan mandi yang ada tidak lengkap , hanya ada sabun dan sampo .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> tempat <extra_id_1> nyaman ; <extra_id_2> perlengkapan mandi <extra_id_3> tidak lengkap,ao
"uang deposit tidak kembali hanya karena seprai kasur kena noda sedikit .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
hotel yang bagus dengan lokasi yang bagus .| opini : <extra_id_0>,<extra_id_0> bagus ; <extra_id_1> bagus,o
"buruk pelayan dari resepsionis , sangat kecewa serta cukup 1x menginap tidak akan untuk selanjutnya . pesan untuk resepsionis : mmg saya menginap tidak membayar ! sopan santun sedikit terhadap tamu menginap .| aspek : <extra_id_0>",<extra_id_0> pelayan ; <extra_id_1> NULL,a
"kamar jorok , berdebu , banyak sarang labalaba disetiap penjuru dinding .| opini : <extra_id_0>",<extra_id_0> jorok ; <extra_id_1> berdebu ; <extra_id_2> banyak sarang labalaba,o
"petugas ramah , fasilitas lumayan lengkap . kebersihan kurang begitu baik . perlu lebih teliti lagi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> petugas <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> fasilitas <extra_id_4> lumayan lengkap <extra_id_5> positive ; <extra_id_6> kebersihan <extra_id_7> kurang begitu baik <extra_id_8> negative,aos
"dari luar bagus ada kolam renang , balkon yang lgs ke kolam renang . tetapi ketika masuk kamar , saya dapat kamar no.6 , ac sering mati sendiri , udara yang dikluarkan ac agak bau . aroma bantal juga kurang sedap .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> ac <extra_id_1> sering mati <extra_id_2> negative ; <extra_id_3> udara yang dikluarkan ac <extra_id_4> agak bau <extra_id_5> negative ; <extra_id_6> aroma bantal <extra_id_7> kurang sedap <extra_id_8> negative,aos
"pemanas airnya bisa dpake siang dan sore saja , pg sama malam airnya dingin .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"overall sudah bagus , pelayanannya juga ramah , thankyou .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> overall <extra_id_1> bagus ; <extra_id_2> pelayanannya <extra_id_3> ramah,ao
"alhasil malah dapat kamar type lain yg lebih rendah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> dapat kamar <extra_id_1> yg lebih rendah,ao
harganya terjangkau tempatnya nyaman pokoknya oke deh . namun ada deposit yang harusnya tidak perlu he he he he .| aspek : <extra_id_0>,<extra_id_0> harganya ; <extra_id_1> tempatnya ; <extra_id_2> NULL,a
"dilayani dengan baik . check in lebih awal tidak kena biaya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> dilayani <extra_id_1> baik,ao
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri , tidak ada snackbites .| opini : <extra_id_0>",<extra_id_0> bau ; <extra_id_1> tidak ada,o
"hotelnya bersih dan nyaman , tetapi keyika masuk kamar sangat bau bekas asap rokok .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> hotelnya <extra_id_1> positive ; <extra_id_2> kamar <extra_id_3> negative,as
"sangat nyaman mungkin pelayanan nya di tingkatkan dan lebih ramah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan nya <extra_id_1> di tingkatkan <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> sangat nyaman <extra_id_5> positive,aos
"kondisi kamar mandi hotel nya sebgain alat nya rusak , kondisi hotel jendel rusak , kebersihanya kurang baik , pelayanan resepsionis baik , sarapan pagi nya sudah cukup baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> alat nya <extra_id_1> rusak <extra_id_2> negative ; <extra_id_3> jendel <extra_id_4> rusak <extra_id_5> negative ; <extra_id_6> kebersihanya <extra_id_7> kurang baik <extra_id_8> negative ; <extra_id_9> pelayanan resepsionis <extra_id_10> baik <extra_id_11> positive ; <extra_id_12> sarapan pagi nya <extra_id_13> cukup baik <extra_id_14> positive,aos
"time complaints , rapid response , and we moved her room .| opini : <extra_id_0>",<extra_id_0> rapid,o
"kamarnya bersih dan pelayanannya juga ramah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamarnya <extra_id_1> bersih ; <extra_id_2> pelayanannya <extra_id_3> ramah,ao
"hotel sudah tua , jadi karpet terkesan bau apek , tetapi kelengkapan kamar baik , walaupun kami dapat kamar standar bukan kamar airy room , menu sarapan sangat baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> hotel <extra_id_1> tua <extra_id_2> negative ; <extra_id_3> karpet <extra_id_4> bau apek <extra_id_5> negative ; <extra_id_6> kelengkapan kamar <extra_id_7> baik <extra_id_8> positive ; <extra_id_9> menu sarapan <extra_id_10> sangat baik <extra_id_11> positive,aos
"kurangnya kebersihan kamar mandi dan lorong menuju kamar . untunglah pelayanan cepat tanggap .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kebersihan kamar mandi <extra_id_1> negative ; <extra_id_2> pelayanan <extra_id_3> positive,as
tempat tidur nya tolong di perhatikan . selebihnya lumayan .| aspek : <extra_id_0>,<extra_id_0> tempat tidur nya ; <extra_id_1> selebihnya,a
"hotel yang nyaman . dekat atm , dekat toko , warung dan minimarket .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> hotel <extra_id_1> positive,as
"Overal ok .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> Overal <extra_id_1> ok <extra_id_2> positive,aos
"yang berkesan : petugas ramah , menu sarapan menarik . yang perlu diperbaiki : handuk supaya diganti baru .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> petugas <extra_id_1> ramah ; <extra_id_2> sarapan <extra_id_3> menarik ; <extra_id_4> handuk <extra_id_5> perlu diperbaiki,ao
"kamar bersih , kamu mandi bersih air lancar , ada perlaatan mandi , snack dan air mineral . sangat rekomended .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> kamu mandi ; <extra_id_2> air ; <extra_id_3> perlaatan mandi ; <extra_id_4> snack ; <extra_id_5> air mineral,a
"hotel nyaman dan lokasi strategis .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> hotel <extra_id_1> positive ; <extra_id_2> lokasi <extra_id_3> positive,as
"kamar minta dibersihkan dulu , baru petugasnya membersihkan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tetapi meja selalu kotor kalau mau breakfast . kurang pegawai sepertinya .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar nya <extra_id_1> negative ; <extra_id_2> bantal airy nya <extra_id_3> negative ; <extra_id_4> dkamar mandi <extra_id_5> negative ; <extra_id_6> meja <extra_id_7> negative,as
"agak seram iya . banyak gbrgbr anehaneh . gelapgelap . tidak bisa tidur semlman .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as
"pelayanan ramah . cuma kamarnya saja kurang bersih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> kamarnya <extra_id_4> kurang bersih <extra_id_5> negative,aos
"airy mataram cakranegara nakula 14 untuk bangunannya sangat baik , resepsionis ramah , housekeeping sangat cekatan , kamar bersih dan besar , kamar mandi juga bersih , saran sebaiknya disediakan termos air panas untuk disetiap room dan untuk sarapannya sebaiknya .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> bangunannya <extra_id_1> sangat baik <extra_id_2> positive ; <extra_id_3> resepsionis <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> housekeeping <extra_id_7> sangat cekatan <extra_id_8> positive ; <extra_id_9> kamar <extra_id_10> bersih <extra_id_11> positive ; <extra_id_12> kamar <extra_id_13> besar <extra_id_14> positive ; <extra_id_15> kamar mandi <extra_id_16> bersih <extra_id_17> positive,aos
"kamarnya bagus , nyaman bersih , mbak nya baik ramah .| opini : <extra_id_0>",<extra_id_0> bagus ; <extra_id_1> nyaman ; <extra_id_2> bersih ; <extra_id_3> baik ; <extra_id_4> ramah,o
air di wastafel tidak keluar .| opini : <extra_id_0>,<extra_id_0> tidak keluar,o
"kamar bagus , rapi , enak air panasnya agak lama iya baru panas puas banget dan recommended banget .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bagus <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> rapi <extra_id_5> positive ; <extra_id_6> kamar <extra_id_7> enak <extra_id_8> positive ; <extra_id_9> air panasnya <extra_id_10> agak lama <extra_id_11> negative ; <extra_id_12> NULL <extra_id_13> puas banget <extra_id_14> positive ; <extra_id_15> NULL <extra_id_16> recommended banget <extra_id_17> positive,aos
"ramah , bagus murah , sarapan kurang mntap .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> sarapan <extra_id_1> kurang mntap <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> ramah <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> bagus <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> murah <extra_id_11> positive,aos
Thus smell from the toilet disturb my feelings .| aspek : <extra_id_0>,<extra_id_0> smell from toilet,a
